buyerId,investorId,buyerRisk,investorRisk,buyerBudgetMax,investorMaxDeal,locationMatch,matchScore
HB0186,INV0365,Low,Medium,10102675,700850,0,0.18
HB0323,INV0436,Medium,High,11158775,1473812,0,0.22
HB0492,INV0261,Medium,Medium,14308093,1855379,0,0.36
HB0260,INV0499,Low,Low,8761017,4253488,0,0.54
HB0413,INV0044,Low,Low,14093934,2596329,1,0.59
HB0250,INV0127,High,High,15031105,5870844,0,0.5
HB0087,INV0159,Medium,Medium,14543800,4943769,0,0.47
HB0453,INV0357,High,Medium,17168772,2459017,1,0.42
HB0316,INV0314,Medium,Low,13164088,6645707,0,0.4
HB0203,INV0204,High,Medium,12261397,532108,0,0.17
HB0398,INV0477,Low,Low,8743150,3083383,0,0.48
HB0305,INV0197,Medium,Medium,17003286,1083419,0,0.33
HB0497,INV0036,Medium,Medium,11585640,1412482,0,0.36
HB0440,INV0410,Medium,Low,10653754,1009608,0,0.2
HB0314,INV0154,High,Low,10273903,1269067,1,0.41
HB0090,INV0210,High,Low,16606629,4831144,0,0.3
HB0028,INV0422,Medium,High,14929039,3974263,0,0.28
HB0376,INV0077,High,Medium,14514329,6054767,0,0.36
HB0480,INV0294,High,Low,14246422,4168290,0,0.3
HB0231,INV0176,Low,Medium,10645363,5682662,0,0.42
HB0121,INV0311,High,High,10272487,4499860,0,0.52
HB0139,INV0290,Medium,High,14618518,4118224,0,0.29
HB0151,INV0076,Low,High,17698404,1953254,1,0.41
HB0304,INV0362,Low,High,7122320,3314121,0,0.38
HB0318,INV0196,Medium,High,7967755,1606802,0,0.25
HB0264,INV0471,Medium,Medium,13814206,2320739,0,0.38
HB0147,INV0357,Low,Medium,10180436,2459017,0,0.27
HB0388,INV0226,Medium,Medium,12120676,3397087,0,0.44
HB0161,INV0138,Medium,Low,10368335,9925090,1,0.83
HB0450,INV0079,Medium,Medium,11477858,2396308,0,0.4
HB0223,INV0331,Medium,Low,14687928,1660893,0,0.21
HB0437,INV0401,Medium,Medium,14072145,7121212,0,0.55
HB0297,INV0204,Low,Medium,14965168,532108,0,0.17
HB0050,INV0098,Low,High,10640332,2426965,0,0.26
HB0323,INV0444,Medium,High,11158775,790762,0,0.19
HB0315,INV0288,Low,High,15779749,3658729,0,0.27
HB0422,INV0334,Low,Low,15907940,5760792,0,0.48
HB0126,INV0485,Medium,Medium,7651857,726139,0,0.35
HB0355,INV0184,Medium,Medium,11248998,1585323,0,0.37
HB0342,INV0474,Low,High,10520000,603568,0,0.18
HB0464,INV0092,High,Low,13832736,2008302,1,0.42
HB0242,INV0026,Medium,Medium,17112493,2067062,0,0.36
HB0378,INV0436,High,High,13785633,1473812,0,0.35
HB0228,INV0491,High,Low,13551344,1424094,0,0.2
HB0438,INV0338,Low,High,7583924,587124,0,0.19
HB0344,INV0444,Low,High,18163060,790762,0,0.17
HB0016,INV0305,Medium,Medium,17358598,1844342,0,0.35
HB0379,INV0435,Medium,Low,10026286,709464,0,0.19
HB0244,INV0222,Medium,High,16140621,3173921,0,0.25
HB0355,INV0168,Medium,Low,11248998,933153,0,0.19
HB0112,INV0364,High,High,8556549,2220760,0,0.43
HB0317,INV0479,Low,Medium,11280365,3005680,0,0.28
HB0204,INV0123,Medium,High,13258214,442032,0,0.17
HB0496,INV0164,Low,Low,17755797,4085430,0,0.42
HB0135,INV0258,Low,Low,11091652,1971818,0,0.39
HB0127,INV0333,Low,Low,17137215,1861453,0,0.35
HB0212,INV0434,Medium,Medium,14852839,402031,0,0.31
HB0451,INV0464,Medium,Medium,9138538,3565657,0,0.5
HB0233,INV0430,Medium,Low,12101367,1635519,0,0.22
HB0460,INV0248,Medium,Low,13409536,1424893,1,0.4
HB0438,INV0415,Low,Low,7583924,2899420,0,0.49
HB0327,INV0369,High,Low,10562824,2631445,0,0.27
HB0185,INV0058,Medium,High,11622708,3515860,0,0.3
HB0030,INV0438,Medium,Medium,17358508,3838110,0,0.41
HB0029,INV0246,High,High,9835094,6156372,0,0.61
HB0228,INV0013,High,High,13551344,5853785,0,0.52
HB0036,INV0317,Low,Low,13363111,376833,0,0.31
HB0453,INV0081,High,Medium,17168772,1470197,0,0.19
HB0285,INV0462,High,Medium,11141873,2473527,0,0.26
HB0158,INV0427,High,High,15018905,3239731,0,0.41
HB0414,INV0003,Low,Low,12106179,598310,0,0.32
HB0263,INV0332,High,Low,10395874,4042178,1,0.54
HB0370,INV0157,Low,High,13537480,2882402,0,0.26
HB0147,INV0231,Low,Low,10180436,746652,0,0.34
HB0336,INV0461,Medium,Medium,6698076,320397,1,0.52
HB0172,INV0257,Low,Medium,10018708,1946845,0,0.25
HB0487,INV0230,Medium,Low,10485267,5605909,0,0.42
HB0227,INV0191,Medium,Low,12787708,988056,0,0.19
HB0260,INV0473,Low,Low,8761017,821907,0,0.35
HB0078,INV0452,Medium,Low,8747532,1118583,0,0.21
HB0111,INV0087,High,High,11222191,5216989,0,0.53
HB0358,INV0150,Medium,Low,13639498,5583098,0,0.35
HB0078,INV0355,Medium,High,8747532,1359049,0,0.23
HB0279,INV0369,Low,Low,9619039,2631445,0,0.44
HB0091,INV0454,High,High,11421052,1680870,0,0.37
HB0199,INV0358,Low,High,15063952,4952747,1,0.51
HB0036,INV0285,Low,High,13363111,9760444,1,0.72
HB0481,INV0328,Low,Medium,6503873,4667722,0,0.51
HB0276,INV0242,Medium,Low,16430383,1657780,0,0.2
HB0219,INV0461,Medium,Medium,16997069,320397,0,0.31
HB0103,INV0377,High,Medium,18371122,3730887,0,0.25
HB0112,INV0073,High,Low,8556549,5372403,0,0.46
HB0406,INV0480,High,High,13343681,4409373,0,0.47
HB0480,INV0048,High,Low,14246422,8399562,0,0.44
HB0152,INV0455,Low,Medium,15426489,348284,0,0.16
HB0421,INV0097,Low,High,11144127,8251398,0,0.52
HB0160,INV0341,Low,Low,10952591,5200417,0,0.54
HB0492,INV0205,Medium,Medium,14308093,4188548,0,0.45
HB0269,INV0026,Medium,Medium,16504492,2067062,0,0.36
HB0195,INV0328,High,Medium,18285556,4667722,0,0.28
HB0152,INV0419,Low,Medium,15426489,1361045,0,0.19
HB0048,INV0455,Low,Medium,12410386,348284,0,0.16
HB0129,INV0032,Low,Low,14037820,1464481,0,0.35
HB0382,INV0073,High,Low,12289328,5372403,0,0.37
HB0456,INV0493,Low,Medium,15959986,4529771,0,0.29
HB0053,INV0245,Low,High,17318139,6677674,0,0.34
HB0474,INV0259,High,High,13158181,1685315,0,0.36
HB0221,INV0131,Low,Medium,12245996,5276886,0,0.37
HB0010,INV0042,High,Medium,18305223,6455027,0,0.33
HB0320,INV0168,Low,Low,13183714,933153,0,0.34
HB0401,INV0130,Low,Medium,10706886,3128149,0,0.3
HB0132,INV0296,Medium,High,16056768,3136516,0,0.25
HB0476,INV0204,High,Medium,8562265,532108,0,0.18
HB0188,INV0263,High,High,16830792,1536525,0,0.35
HB0410,INV0361,High,Low,12047613,1848674,0,0.23
HB0235,INV0396,Medium,Low,16740150,1697585,0,0.2
HB0337,INV0079,Medium,Medium,12504417,2396308,0,0.4
HB0007,INV0051,Medium,Low,8626154,574859,0,0.18
HB0183,INV0322,Low,High,14245274,1627716,0,0.21
HB0270,INV0112,High,Low,12572129,4798995,0,0.34
HB0145,INV0463,Low,Medium,10729532,2294516,0,0.26
HB0367,INV0001,Medium,High,16311168,1334386,0,0.19
HB0125,INV0390,Low,Low,15329846,4020908,0,0.43
HB0257,INV0153,Medium,High,9480207,5433033,0,0.44
HB0095,INV0116,Medium,Low,11789648,5944951,0,0.4
HB0291,INV0406,Low,High,12702848,3987472,0,0.31
HB0412,INV0403,Low,High,12052713,1903921,1,0.43
HB0006,INV0043,High,High,13646848,2789166,1,0.6
HB0039,INV0021,Medium,High,9861388,4668107,0,0.39
HB0101,INV0370,Low,High,14004341,1454120,0,0.2
HB0204,INV0397,Medium,Medium,13258214,6063398,0,0.53
HB0435,INV0423,Medium,Medium,8204267,390554,0,0.32
HB0275,INV0396,Medium,Low,8000888,1697585,0,0.26
HB0285,INV0209,High,High,11141873,1753093,0,0.38
HB0310,INV0423,High,Medium,12668352,390554,0,0.17
HB0275,INV0043,Medium,High,8000888,2789166,0,0.32
HB0036,INV0022,Low,Medium,13363111,8982273,0,0.49
HB0174,INV0097,High,High,13587843,8251398,0,0.6
HB0345,INV0281,High,Low,13825965,4577719,0,0.32
HB0080,INV0457,Low,High,10239471,1290031,0,0.21
HB0426,INV0220,Medium,High,18400466,1610574,0,0.19
HB0278,INV0204,High,Medium,8517161,532108,0,0.18
HB0163,INV0193,High,High,9200109,1618866,0,0.39
HB0301,INV0354,High,Medium,8789447,6704735,0,0.53
HB0017,INV0060,Medium,Medium,17678964,1039585,1,0.53
HB0348,INV0241,Medium,High,10590356,4549790,0,0.36
HB0314,INV0326,High,High,10273903,1543478,0,0.38
HB0395,INV0417,Low,High,13511705,3576419,0,0.28
HB0390,INV0379,Low,Medium,11896176,2294952,0,0.25
HB0393,INV0326,Low,High,8859481,1543478,0,0.24
HB0328,INV0071,High,Medium,14207405,4782428,0,0.32
HB0433,INV0209,Low,High,11482383,1753093,0,0.23
HB0366,INV0297,Medium,High,15401111,929488,0,0.18
HB0210,INV0129,High,High,13085208,630268,0,0.32
HB0037,INV0030,Low,High,18013111,1808767,1,0.4
HB0011,INV0491,Medium,Low,12850018,1424094,1,0.41
HB0310,INV0323,High,Low,12668352,5157386,0,0.35
HB0177,INV0445,High,Medium,14704525,2036523,0,0.22
HB0276,INV0492,Medium,High,16430383,1512999,0,0.2
HB0138,INV0124,Low,Low,8562811,4841644,0,0.58
HB0008,INV0287,Low,High,6903358,5330834,1,0.74
HB0273,INV0419,Low,Medium,14661975,1361045,0,0.2
HB0007,INV0213,Medium,Low,8626154,4657296,0,0.42
HB0246,INV0421,Low,Medium,10947173,468485,0,0.17
HB0348,INV0060,Medium,Medium,10590356,1039585,0,0.35
HB0125,INV0040,Low,Low,15329846,377221,0,0.31
HB0260,INV0052,Low,High,8761017,4568268,0,0.41
HB0026,INV0389,High,Low,12318856,1366189,0,0.21
HB0338,INV0371,High,High,15208091,4523719,0,0.45
HB0295,INV0332,High,Low,10053933,4042178,0,0.35
HB0300,INV0252,Low,Medium,17651233,3847387,0,0.26
HB0255,INV0268,High,Medium,12153697,607204,0,0.17
HB0040,INV0001,Low,High,12318329,1334386,0,0.2
HB0094,INV0482,High,Low,13334722,3666996,0,0.29
HB0459,INV0107,Low,Low,12105939,4920085,0,0.5
HB0276,INV0136,Medium,Low,16430383,388609,0,0.16
HB0405,INV0192,High,Medium,15401790,2254055,0,0.22
HB0422,INV0385,Low,Low,15907940,5790381,0,0.48
HB0062,INV0198,Low,High,12468834,3794910,0,0.3
HB0208,INV0033,Medium,Low,15395280,3513896,0,0.26
HB0010,INV0274,High,Medium,18305223,799939,0,0.17
HB0433,INV0165,Low,Medium,11482383,4509627,0,0.35
HB0270,INV0400,High,High,12572129,1425599,0,0.36
HB0187,INV0313,Low,Medium,13640053,706294,0,0.18
HB0179,INV0473,Medium,Low,12299334,821907,0,0.18
HB0470,INV0409,Low,Low,15447686,1000596,0,0.33
HB0155,INV0184,Low,Medium,8391510,1585323,0,0.24
HB0173,INV0440,Low,Low,13258913,676709,0,0.33
HB0394,INV0376,Medium,Medium,12640519,1271091,0,0.35
HB0125,INV0302,Low,High,15329846,3949250,0,0.28
HB0180,INV0434,Low,Medium,12313908,402031,0,0.17
HB0283,INV0318,High,Low,11822656,323576,0,0.16
HB0090,INV0443,High,High,16606629,3252610,0,0.4
HB0257,INV0065,Medium,Low,9480207,7989825,1,0.77
HB0049,INV0108,Low,High,17180462,3947645,0,0.26
HB0210,INV0054,High,Low,13085208,2543516,0,0.25
HB0085,INV0283,Low,High,15512003,1635145,0,0.2
HB0420,INV0122,High,High,19705324,7062362,0,0.48
HB0155,INV0038,Low,Low,8391510,5183808,0,0.61
HB0330,INV0358,Medium,High,15350888,4952747,0,0.31
HB0397,INV0373,Low,Medium,12290614,1070118,0,0.19
HB0034,INV0290,Low,High,14750087,4118224,0,0.29
HB0423,INV0266,Medium,Medium,12349569,2690972,0,0.41
HB0235,INV0423,Medium,Medium,16740150,390554,0,0.31
HB0111,INV0147,High,Low,11222191,485632,0,0.17
HB0427,INV0225,Low,Medium,15710679,595249,0,0.17
HB0491,INV0166,Low,Low,16742648,956187,0,0.33
HB0467,INV0059,Low,Medium,10644692,4314155,1,0.55
HB0291,INV0093,Low,Low,12702848,3498574,0,0.44
HB0137,INV0148,High,Medium,11523473,2381290,1,0.45
HB0039,INV0255,Medium,High,9861388,2550835,0,0.28
HB0140,INV0062,Medium,High,11675898,3231044,1,0.49
HB0232,INV0090,Medium,Low,12934174,6823195,0,0.41
HB0321,INV0128,Low,Medium,14355215,2079603,0,0.22
HB0130,INV0216,Medium,Medium,7297558,1356362,0,0.39
HB0006,INV0342,High,Low,13646848,4410865,0,0.31
HB0048,INV0052,Low,High,12410386,4568268,0,0.33
HB0481,INV0264,Low,Medium,6503873,2451188,0,0.34
HB0477,INV0159,Medium,Medium,12778925,4943769,0,0.49
HB0014,INV0360,Medium,Low,15310181,7147588,0,0.38
HB0066,INV0391,Low,High,15729878,2681356,0,0.24
HB0183,INV0067,Low,Low,14245274,1909098,1,0.57
HB0160,INV0338,Low,High,10952591,587124,0,0.18
HB0289,INV0465,Low,Low,9597600,7204810,0,0.68
HB0176,INV0125,High,Low,7300044,3399548,0,0.38
HB0085,INV0470,Low,High,15512003,4776606,0,0.3
HB0441,INV0413,Medium,Low,15515133,3113812,0,0.25
HB0378,INV0124,High,Low,13785633,4841644,0,0.33
HB0075,INV0360,Medium,Low,8984470,7147588,0,0.55
HB0238,INV0240,High,Low,14372041,1931297,0,0.22
HB0105,INV0298,High,Low,12201213,330565,0,0.16
HB0117,INV0433,High,High,17220477,2062214,0,0.36
HB0104,INV0281,High,Low,12032938,4577719,0,0.34
HB0230,INV0128,Medium,Medium,6264904,2079603,0,0.47
HB0372,INV0069,Medium,High,18706503,4787332,0,0.28
HB0044,INV0278,Medium,Low,11170124,820367,0,0.19
HB0405,INV0445,High,Medium,15401790,2036523,0,0.22
HB0259,INV0409,Medium,Low,10968765,1000596,0,0.2
HB0022,INV0186,Medium,Low,15090002,421979,0,0.16
HB0054,INV0091,Low,Low,12777855,1040847,0,0.34
HB0035,INV0229,Low,Low,10949587,6592155,0,0.6
HB0134,INV0428,High,High,12965297,3298121,0,0.43
HB0025,INV0072,High,High,17195030,816028,0,0.32
HB0020,INV0226,Medium,Medium,16573403,3397087,0,0.4
HB0089,INV0204,Medium,Medium,15454849,532108,0,0.32
HB0191,INV0329,High,Low,9967488,5721494,0,0.44
HB0268,INV0301,Low,Medium,7685075,3107130,0,0.35
HB0356,INV0139,Medium,Low,15172712,6592694,1,0.57
HB0035,INV0153,Low,High,10949587,5433033,0,0.4
HB0096,INV0209,High,High,17903427,1753093,0,0.35
HB0325,INV0048,High,Low,12060190,8399562,0,0.5
HB0246,INV0118,Low,Low,10947173,2131735,0,0.4
HB0468,INV0361,Low,Low,8118223,1848674,0,0.41
HB0100,INV0071,High,Medium,8192279,4782428,0,0.44
HB0435,INV0449,Medium,High,8204267,5031589,0,0.46
HB0368,INV0027,Medium,High,13121769,5844797,0,0.37
HB0101,INV0136,Low,Low,14004341,388609,0,0.31
HB0195,INV0214,High,Low,18285556,5499672,0,0.3
HB0376,INV0451,High,Medium,14514329,1035342,0,0.19
HB0033,INV0252,High,Medium,15787153,3847387,0,0.27
HB0325,INV0227,High,Low,12060190,1969881,0,0.23
HB0264,INV0126,Medium,High,13814206,606096,0,0.17
HB0319,INV0380,High,High,9289888,3632424,0,0.5
HB0218,INV0057,High,Low,9666887,3546692,0,0.33
HB0408,INV0186,High,Low,15743027,421979,0,0.16
HB0012,INV0383,High,Medium,18152602,2453606,0,0.22
HB0034,INV0226,Low,Medium,14750087,3397087,0,0.27
HB0461,INV0378,High,Low,12454050,1664177,0,0.22
HB0220,INV0217,Medium,High,11712185,3151945,0,0.28
HB0373,INV0271,High,Low,9598794,1678373,0,0.24
HB0026,INV0209,High,High,12318856,1753093,0,0.37
HB0236,INV0119,Medium,High,7200339,2081635,0,0.29
HB0042,INV0284,High,Medium,9559100,2101047,0,0.26
HB0351,INV0365,High,Medium,7868253,700850,1,0.39
HB0304,INV0040,Low,Low,7122320,377221,0,0.33
HB0321,INV0331,Low,Low,14355215,1660893,0,0.36
HB0331,INV0261,High,Medium,10062694,1855379,0,0.24
HB0316,INV0254,Medium,High,13164088,431348,0,0.17
HB0141,INV0235,High,High,16114253,4230755,1,0.63
HB0314,INV0037,High,Medium,10273903,1774831,0,0.24
HB0471,INV0410,Low,Low,9066318,1009608,0,0.36
HB0473,INV0452,High,Low,15202939,1118583,0,0.19
HB0388,INV0424,Medium,Low,12120676,2652504,0,0.26
HB0222,INV0022,High,Medium,12658870,8982273,0,0.5
HB0106,INV0252,High,Medium,12375006,3847387,0,0.31
HB0125,INV0031,Low,Low,15329846,7183106,0,0.53
HB0014,INV0232,Medium,High,15310181,2518485,0,0.23
HB0166,INV0284,High,Medium,17778832,2101047,0,0.21
HB0212,INV0196,Medium,High,14852839,1606802,0,0.2
HB0378,INV0327,High,Low,13785633,2771438,0,0.25
HB0146,INV0068,Medium,Medium,16140439,3074160,0,0.4
HB0282,INV0347,High,Medium,14201970,3404832,0,0.27
HB0312,INV0224,High,Medium,8289467,716609,1,0.39
HB0364,INV0489,Low,High,15638664,1853221,0,0.21
HB0492,INV0275,Medium,High,14308093,2801639,0,0.25
HB0018,INV0034,High,High,7881202,1550153,0,0.4
HB0009,INV0271,Medium,Low,10662748,1678373,0,0.23
HB0246,INV0475,Low,High,10947173,5299126,0,0.39
HB0386,INV0331,Low,Low,15150837,1660893,0,0.35
HB0080,INV0048,Low,Low,10239471,8399562,0,0.71
HB0171,INV0112,Low,Low,16150428,4798995,0,0.45
HB0384,INV0403,High,High,12277237,1903921,0,0.38
HB0020,INV0411,Medium,High,16573403,2067984,0,0.21
HB0257,INV0460,Medium,Medium,9480207,2814814,0,0.45
HB0295,INV0194,High,High,10053933,733347,0,0.34
HB0232,INV0334,Medium,Low,12934174,5760792,1,0.57
HB0260,INV0344,Low,High,8761017,3469773,1,0.55
HB0016,INV0373,Medium,Medium,17358598,1070118,1,0.53
HB0304,INV0308,Low,Medium,7122320,3717010,0,0.41
HB0077,INV0485,Low,Medium,16312190,726139,0,0.17
HB0117,INV0304,High,Medium,17220477,2488985,1,0.42
HB0164,INV0038,High,Low,16020135,5183808,0,0.31
HB0199,INV0100,Low,Low,15063952,4758850,0,0.46
HB0419,INV0076,Medium,High,15079683,1953254,0,0.21
HB0266,INV0452,Medium,Low,14517477,1118583,0,0.19
HB0313,INV0214,High,Low,15143658,5499672,0,0.33
HB0318,INV0024,Medium,Medium,7967755,6236921,0,0.69
HB0116,INV0147,High,Low,13702569,485632,0,0.17
HB0416,INV0308,Low,Medium,15941217,3717010,0,0.27
HB0456,INV0001,Low,High,15959986,1334386,0,0.19
HB0197,INV0354,Medium,Medium,11306425,6704735,0,0.6
HB0042,INV0172,High,Low,9559100,9177542,0,0.63
HB0436,INV0236,Medium,Medium,13133440,3005175,1,0.61
HB0341,INV0109,Medium,High,10024161,3193779,1,0.51
HB0339,INV0215,Low,Medium,8827861,4267098,0,0.39
HB0050,INV0276,Low,Medium,10640332,870448,0,0.19
HB0004,INV0354,Medium,Medium,15283380,6704735,0,0.52
HB0427,INV0210,Low,Low,15710679,4831144,0,0.45
HB0387,INV0192,Medium,Medium,11528928,2254055,0,0.4
HB0129,INV0128,Low,Medium,14037820,2079603,0,0.22
HB0212,INV0086,Medium,Medium,14852839,1195787,0,0.34
HB0199,INV0173,Low,Low,15063952,993074,0,0.33
HB0057,INV0068,Low,Medium,19526857,3074160,0,0.23
HB0107,INV0325,Low,Medium,10290678,5323813,0,0.41
HB0367,INV0423,Medium,Medium,16311168,390554,0,0.31
HB0072,INV0137,High,Medium,14341604,875018,0,0.18
HB0157,INV0243,Medium,Low,8105688,4088897,0,0.4
HB0249,INV0456,Medium,High,9039685,346481,1,0.37
HB0145,INV0195,Low,Low,10729532,1072569,0,0.35
HB0351,INV0064,High,High,7868253,1945199,0,0.42
HB0438,INV0183,Low,High,7583924,5796919,1,0.73
HB0296,INV0448,Low,Low,15289432,301599,0,0.31
HB0092,INV0261,High,Medium,15782893,1855379,0,0.21
HB0321,INV0394,Low,High,14355215,1821607,0,0.21
HB0046,INV0234,High,Low,17336160,5277170,0,0.3
HB0103,INV0008,High,High,18371122,5983749,0,0.46
HB0151,INV0220,Low,High,17698404,1610574,0,0.2
HB0265,INV0365,High,Medium,15612570,700850,0,0.17
HB0093,INV0351,Low,High,9848853,2857125,0,0.3
HB0043,INV0228,Medium,High,11061394,5775239,0,0.41
HB0157,INV0347,Medium,Medium,8105688,3404832,0,0.51
HB0391,INV0237,Medium,Low,9852469,5657689,0,0.44
HB0170,INV0031,High,Low,11304984,7183106,0,0.47
HB0158,INV0209,High,High,15018905,1753093,0,0.36
HB0022,INV0129,Medium,High,15090002,630268,0,0.17
HB0243,INV0321,Low,Medium,8881272,1471806,0,0.23
HB0271,INV0305,Medium,Medium,11052605,1844342,0,0.38
HB0479,INV0331,High,Low,16965593,1660893,0,0.2
HB0319,INV0279,High,Low,9289888,1390067,1,0.42
HB0462,INV0430,High,Low,17898737,1635519,0,0.2
HB0080,INV0341,Low,Low,10239471,5200417,0,0.55
HB0239,INV0418,High,Low,16397985,7556601,0,0.38
HB0352,INV0431,Medium,Medium,10982927,3700206,1,0.67
HB0346,INV0076,Medium,High,17046944,1953254,0,0.21
HB0164,INV0162,High,Low,16020135,1447101,0,0.2
HB0114,INV0453,High,Medium,12970166,777445,0,0.18
HB0086,INV0360,Low,Low,6777741,7147588,0,0.77
HB0446,INV0410,Medium,Low,15987129,1009608,0,0.18
HB0358,INV0075,Medium,Medium,13639498,2180507,0,0.38
HB0336,INV0409,Medium,Low,6698076,1000596,0,0.22
HB0354,INV0241,Low,High,9540002,4549790,0,0.39
HB0276,INV0316,Medium,High,16430383,2429823,0,0.22
HB0273,INV0297,Low,High,14661975,929488,0,0.18
HB0394,INV0380,Medium,High,12640519,3632424,0,0.29
HB0197,INV0265,Medium,High,11306425,4179811,0,0.33
HB0496,INV0014,Low,Low,17755797,1829725,0,0.35
HB0471,INV0401,Low,Medium,9066318,7121212,0,0.54
HB0497,INV0080,Medium,High,11585640,509879,0,0.17
HB0121,INV0347,High,Medium,10272487,3404832,0,0.32
HB0425,INV0036,High,Medium,14465530,1412482,0,0.2
HB0223,INV0171,Medium,High,14687928,2619085,0,0.24
HB0090,INV0495,High,Medium,16606629,4750887,0,0.29
HB0423,INV0257,Medium,Medium,12349569,1946845,0,0.38
HB0384,INV0074,High,High,12277237,2953190,0,0.42
HB0114,INV0410,High,Low,12970166,1009608,0,0.19
HB0153,INV0210,Low,Low,13196799,4831144,0,0.48
HB0432,INV0351,High,High,8750290,2857125,0,0.46
HB0307,INV0144,High,High,17453620,2764892,0,0.38
HB0051,INV0394,Low,High,9790249,1821607,0,0.24
HB0005,INV0411,Medium,High,12574735,2067984,0,0.23
HB0311,INV0488,High,Low,16208451,626271,0,0.17
HB0007,INV0343,Medium,Low,8626154,438687,0,0.18
HB0242,INV0336,Medium,High,17112493,2557194,0,0.22
HB0272,INV0478,Low,High,8418163,1061711,0,0.21
HB0006,INV0281,High,Low,13646848,4577719,1,0.52
HB0319,INV0235,High,High,9289888,4230755,0,0.53
HB0484,INV0023,High,Medium,18750382,2889040,0,0.23
HB0474,INV0184,High,Medium,13158181,1585323,0,0.21
HB0398,INV0346,Low,High,8743150,1062433,0,0.21
HB0388,INV0402,Medium,Low,12120676,3268710,0,0.28
HB0149,INV0197,Medium,Medium,8662540,1083419,0,0.36
HB0452,INV0367,Medium,Low,17571493,2127529,0,0.21
HB0316,INV0093,Medium,Low,13164088,3498574,0,0.28
HB0064,INV0181,Low,Medium,9739414,848173,0,0.19
HB0460,INV0240,Medium,Low,13409536,1931297,1,0.42
HB0450,INV0107,Medium,Low,11477858,4920085,0,0.36
HB0168,INV0180,Low,Medium,8845191,3529705,0,0.35
HB0333,INV0007,High,Low,17648182,4009159,0,0.26
HB0484,INV0158,High,High,18750382,382395,0,0.31
HB0328,INV0436,High,High,14207405,1473812,0,0.35
HB0136,INV0401,Low,Medium,17839691,7121212,0,0.35
HB0471,INV0364,Low,High,9066318,2220760,0,0.27
HB0311,INV0317,High,Low,16208451,376833,0,0.16
HB0259,INV0329,Medium,Low,10968765,5721494,0,0.41
HB0105,INV0147,High,Low,12201213,485632,0,0.17
HB0470,INV0028,Low,Medium,15447686,1026093,1,0.38
HB0426,INV0154,Medium,Low,18400466,1269067,0,0.18
HB0044,INV0465,Medium,Low,11170124,7204810,1,0.67
HB0206,INV0097,Medium,High,12203461,8251398,0,0.49
HB0151,INV0227,Low,Low,17698404,1969881,1,0.56
HB0146,INV0169,Medium,Medium,16140439,2017744,0,0.36
HB0213,INV0475,Low,High,7801998,5299126,0,0.49
HB0223,INV0155,Medium,High,14687928,4188315,0,0.29
HB0223,INV0164,Medium,Low,14687928,4085430,0,0.29
HB0416,INV0341,Low,Low,15941217,5200417,0,0.46
HB0125,INV0066,Low,Medium,15329846,8334216,0,0.42
HB0342,INV0348,Low,Medium,10520000,8355517,0,0.55
HB0149,INV0409,Medium,Low,8662540,1000596,0,0.21
HB0030,INV0104,Medium,Medium,17358508,3026136,0,0.39
HB0100,INV0001,High,High,8192279,1334386,0,0.38
HB0440,INV0288,Medium,High,10653754,3658729,1,0.52
HB0040,INV0401,Low,Medium,12318329,7121212,0,0.44
HB0471,INV0253,Low,Low,9066318,3990503,0,0.52
HB0367,INV0142,Medium,Low,16311168,1125429,0,0.18
HB0191,INV0498,High,Low,9967488,5260900,0,0.41
HB0178,INV0172,Medium,Low,16657960,9177542,0,0.43
HB0139,INV0198,Medium,High,14618518,3794910,0,0.28
HB0039,INV0128,Medium,Medium,9861388,2079603,0,0.41
HB0392,INV0422,Medium,High,14933627,3974263,0,0.28
HB0058,INV0296,Medium,High,8204371,3136516,0,0.34
HB0091,INV0333,High,Low,11421052,1861453,1,0.43
HB0253,INV0016,High,Medium,15082376,4025279,1,0.48
HB0443,INV0166,High,Low,10930724,956187,0,0.19
HB0114,INV0290,High,High,12970166,4118224,0,0.46
HB0080,INV0298,Low,Low,10239471,330565,0,0.32
HB0331,INV0056,High,Low,10062694,2464811,0,0.27
HB0392,INV0475,Medium,High,14933627,5299126,0,0.33
HB0304,INV0362,Low,High,7122320,3314121,0,0.38
HB0350,INV0157,Low,High,10815247,2882402,0,0.28
HB0170,INV0139,High,Low,11304984,6592694,0,0.44
HB0075,INV0117,Medium,Low,8984470,1303134,0,0.22
HB0143,INV0260,Low,Medium,9720705,5156278,0,0.42
HB0083,INV0438,Low,Medium,7899162,3838110,0,0.39
HB0200,INV0407,Low,Low,12751242,3834856,0,0.45
HB0289,INV0273,Low,High,9597600,555679,0,0.18
HB0152,INV0448,Low,Low,15426489,301599,0,0.31
HB0104,INV0074,High,High,12032938,2953190,0,0.42
HB0236,INV0369,Medium,Low,7200339,2631445,0,0.33
HB0025,INV0053,High,High,17195030,3675155,0,0.41
HB0361,INV0421,Low,Medium,10365162,468485,0,0.17
HB0289,INV0320,Low,Medium,9597600,2938302,0,0.3
HB0074,INV0201,High,High,11477940,4363784,0,0.49
HB0017,INV0101,Medium,High,17678964,4730639,0,0.28
HB0188,INV0192,High,Medium,16830792,2254055,0,0.22
HB0193,INV0329,Low,Low,8924684,5721494,0,0.62
HB0115,INV0024,Medium,Medium,8613389,6236921,0,0.66
HB0233,INV0004,Medium,Medium,12101367,7361657,0,0.6
